hadis;anjuran;larangan;informasi;kitab
Barangsiapa menyembelih sebelum shalat hendaklah dia mengulanginya. Lalu berdirilah seorang laki-laki seraya berkata, Ini adalah hari yang daging sangat diharap. Laki-laki itu kemudian menyebut-nyebut tentang tetangga-tetangganya, dan seakan Nabi membenarkan orang itu. Lelaki itu berkata, Sungguh aku berkurban dengan seekor jadza'ah lebih aku sukai dari dua ekor kambing. Maka Nabi memberikan keringanan buat orang tersebut. Aku (Anas) tidak tahu apakah keringanan itu juga berlaku untuk yang lain atau tidak.;1;0;1;11
Saat terjadi gerhana matahari di zaman Rasulullah , maka diserukan dengan panggilan, 'Ashshalaatul jaami'ah (Marilah mendirikan shalat secara bersama-sama) '. Nabi lalu rukuk dua kali dalam satu kali sujud, kemudian berdiri kembali dan rukuk dua kali dengan satu kali sujud. Kemudian beliau duduk sementara matahari telah nampak kembali. 'Abdullah bin 'Amru berkata, 'Aisyah? berkata, Tidak pernah aku melaksanakan satu sujudpun yang lebih panjang darinya.;1;0;1;11
Jangan sekali-kali salah seorang dari kalian shalat 'Ashar keculi di perkampungan Bani Quraizhah. Lalu tibalah waktu shalat ketika mereka masih di jalan, sebagian dari mereka berkata, 'Kami tidak akan shalat kecuali telah sampai tujuan', dan sebagian lain berkata, 'Bahkan kami akan melaksanakan shalat, sebab beliau tidaklah bermaksud demikian'. Maka kejadian tersebut diceritakan kepada Nabi , dan beliau tidak mencela seorang pun dari mereka.;0;1;1;11
sesungguhnya orang yang masih hidup dari kalangan Anshar semakin sedikit, sedangkan orang-orang lain (selain Anshar) terus bertambah banyak. Maka barangsiapa mengurus sesuatu dari urusan ummat Muhammad lalu dia mampu mendatangkan madlarat kepada seseorang atau memberi manfaat kepada seseorang, maka terimalah orang-orang baik mereka (kaum Anshar) dan maafkanlah orang yang keliru dari kalangan mereka.;1;0;1;11
SHALLUU FII BUYUUTIKUM (Shalatlah di tempat tinggal masing-masing) '. Lalu orang-orang seakan mengingkarinya. Maka Ibnu 'Abbas pun berkata, Sesungguhnya hal yang demikian ini pernah dilakukan oleh orang yang lebih baik dariku. Sesungguhnya shalat Jum'at adalah kewajiban dan aku tidak suka untuk mengeluarkan kalian, sehingga kalian berjalan di tanah yang penuh dengan air dan lumpur.;1;0;1;11
Matahari dan bulan adalah dua tanda dari tanda-tanda kebesaran Allah dan keduanya tidak akan mengalami gerhana disebabkan karena kematian seseorang. Jika terjadi gerhana, maka dirikanlah shalat dan banyaklah berdo'a hingga selesai gerhana yang terjadi pada kalian. Peristiwa ini berkenaan ketika putra Nabi yang bernama Ibrahim wafat yang manusia kemudian memperbincangkannya.;1;0;1;11
Nabi kami memerintahkan kami untuk mengeluarkan para gadis remaja kami dan wanita-wanita yang dipingit di rumah. Dan dari Ayyub dari Hafshah seperti riwayat ini juga. Dalam hadits Hafshah ditambahkan, beliau bersabda. Atau Ummu 'Athiyyah berkata, Para gadis remaja kami dan wanita-wanita yang dipingit di rumah, dan wanita-wanita haid menjauhi tempat shalat.;1;0;1;11
Pada hari Raya Ied kami diperintahkan untuk keluar sampai-sampai kami mengajak para anak gadis dari kamarnya dan juga para wanita yang sedang haid. Mereka duduk di belakang barisan kaum laki-laki dan mengucapkan takbir mengikuti takbirnya kaum laki-laki, dan berdoa mengikuti doanya kaum laki-laki dengan mengharap barakah dan kesucian hari raya tersebut.;1;0;1;11
Shalat malam itu dua rakaat dua rakaat. Jika salah seorang dari kalian khawatir akan masuk waktu shubuh, hendaklah ia shalat satu rakaat sebagai witir (penutup) bagi shalat yang telah dilaksanakan sebelumnya. Dan dari Nafi' bahwa 'Abdullah bin 'Umar memberi salam di antara satu rakaat dan dua rakaat witir hingga dia menuntaskan sebagian keperluannya.;1;0;1;11
maka kami keluarkan pula para wanita yang sedang haid, gadis remaja dan wanita-wanita yang dipingit dalam rumah. Ibnu Aun menyebutkan, Atau gadis-gadis remaja yang dipingit. Adapun wanita haid, maka mereka dapat menyaksikan (menghadiri) jama'ah kaum Muslimin dan mendo'akan mereka, dan hendaklah mereka menjauhi tempat shalat mereka (kaum laki-laki).;1;0;1;11
Shalat malam dua rakaat dua rakaat, jika kamu hendak mengakhirinya, maka shalatlah satu rakaat sebagai penutup dari shalatmu sebelumnya. Al Qasim berkata, Semenjak kami ketahui, kami melihat orang-orang mengerjakan witir dengan tiga rakaat. Sesungguhnya urusan ini adalah kelonggaran yang aku berharap bukan menjadi perkara yang salah.;1;0;1;11
Sesungguhnya matahari dan bulan tidak akan mengalami gerhana disebabkan karena mati atau hidupnya seseorang, akan tetapi keduanya adalah dua tanda dari tanda-tanda kebesaran Allah, yang Dia perlihatkan kepada hamba-hambaNya. Jika kalian melihat gerhana keduanya, maka segeralah mendirikan shalat.;1;0;1;11
Inilah dua tanda-tanda yang Allah kirimkan, ia tidak terjadi karena hidup atau matinya seseorang, tetapi '(Dia, Allah mempertakuti hamba-hambaNya dengannya) ' (Qs. Az ZUmar: 16). Maka jika kalian melihat sesuatu padanya (gerhana), maka segeralah untuk mengingat Allah, berdoa dan minta ampunan.;1;0;1;11
Sesungguhnya imam diangkat untuk diikuti. Bila ia telah membaca takbir maka bertakbirlah kalian dan bila ia telah ruku', ruku'lah kalian dan bila dia telah bangkit berdiri, bangkitlah kalian dan bila ia berkata, sami'allahu liman hamidah, ucapkanlah oleh kalian: rabbanaa wa lakal hamdu.;1;0;1;11
Sesungguhnya matahari dan bulan adalah dua tanda dari tanda-tanda kebesaran Allah, dan ia tidak akan mengalami gerhana disebabkan karena mati atau hidupnya seseorang. Jika kalian melihat gerhana keduanya, maka berdo'alah kepada Allah dan dirikan shalat hingga (matahari) kembali nampak.;1;0;1;11
Tidak ada amal yang lebih utama pada hari-hari (tasyriq) ini selain berkurban. Para sahabat berkata, Tidak juga jihad? Beliau menjawab: Tidak juga jihad. Kecuali seseorang yang keluar dari rumahnya dengan mengorbankan diri dan hartanya (di jalan Allah), lalu dia tidak kembali lagi.;1;0;1;11
Tidak halal seorang wanita yang beriman kepada Allah dan hari akhir untuk mengadakan perjalanan selama satu hari satu tanpa didampingi mahramnya. Hadits ini diikuti pula oleh Yahya bin Abu Katsir, Suhail dan Malik dari Al Maqburiy dari Abu Hurairah Radhiyallahu'anhu dari Nabi .;0;1;1;11
shalat Hari Raya 'Idul Fitri dua rakaat dan tidak shalat sebelum atau sesudahnya. Kemudian beliau mendatangi para wanita dan memerintahkan mereka untuk bersedekah. Maka para wanita memberikan sedekah hingga ada seorang wanita yang memberikan anting dan kalungnya.;1;0;1;11
Nabi dan para sahabatnya datang pada shubuh keempat yang ketika itu mereka niyatkan untuk haji, lantas Beliau memerintahkan mereka agar menjadikannya sebagai 'umrah kecuali bagi siapa yang membawa hewan sembelihan. Hadits ini juga diikuti oleh 'Atho' dari Jabir.;1;0;1;11
Sesungguhnya matahari dan bulan tidak akan mengalami gerhana disebabkan karena matinya seorang dari manusia, tetapi keduanya adalah dua tanda dari tanda-tanda kebesaran Allah. Jika kalian melihat gerhana keduanya maka berdirilah untuk shalat.;1;0;1;11
Sesungguhnya matahari dan bulan tidak akan mengalami gerhana disebabkan mati atau hidupnya seseorang, akan tetapi keduanya adalah dua tanda dari tanda-tanda kebesaran Allah. Maka jika kalian melihat gerhana keduanya, hendaklah shalatlah;1;0;1;11
Nabi melarang seseorang meminta kawannya berdiri dari tempat duduknya lalu dia menempati tempat duduk tersebut. Aku bertanya kepada Nafi', Apakah ini berlaku pada saat shalat Jum'at? Dia menjawab, Untuk shalat Jum'at dan yang lainnya.;0;1;1;11
Sesungguhnya matahari dan bulan tidak akan mengalami gerhana disebabkan karena matinya seseorang. Jika kalian melihat gerhana keduanya, maka dirikanlah shalat dan banyaklah berdoa hingga selesai gerhana yang terjadi pada kalian.;1;0;1;11
Keduanya adalah dua tanda dari tanda-tanda kebesaran Allah yang tidak akan terjadi gerhana disebabkan karena mati atau hidupnya seseorang. Maka jika kalian melihat gerhana keduanya, hendaklah kalian segera mendirikan shalat.;1;0;1;11
Seorang wanita tidak boleh mengadakan perjalanan diatas tiga hari kecuali bersama mahramnya. Hadits ini diikuti pula oleh Ahmad dari Ibnu Al Mubarak dari 'Ubaidullah dari Nafi' dari Ibnu 'Umar radhiyallahu'anhuma dari Nabi .;0;1;1;11
Mandilah pada hari Jum'at dan basuhlah kepala kalian sekalipun tidak sedang junub, dan pakailah wewangian. Ibnu 'Abbas berkata, Adapun mandi, memang benar bahwa itu adalah wajib, sedangkan memakai wewangian aku tidak tahu.;1;0;1;11
shalat Hari Raya Fitri atau Adlha. Beliau melaksanakan shalat kemudian menyampaikan khutbah. Setelah itu, beliau mendatangi para wanita dan memberi pelajaran kepada mereka, mengingatkan dan memerintahkan agar bersedekah.;1;0;1;11
Matahari dan bulan tidak akan mengalami gerhana disebabkan karena mati atau hidupnya seseorang, akan tetapi keduanya adalah dua tanda dari tanda-tanda kebesaran Allah. Jika kalian melihat gerhana keduanya maka shalatlah.;1;0;1;11
Jika shalat sudak ditegakkan (iqamatnya) janganlah kalian mendatanginya dengan tergesa-gesa. Datangilah dengan berjalan tenang. Maka apa yang kalian dapatkan shalatlah, dan mana yang ketinggalan sempurnakanlah.;1;1;1;11
Pertama kali yang akan kita kerjakan pada hari ini adalah shalat, kemudian kembali pulang dan menyembelih hewan kurban. Maka barangsiapa mengerjakan seperti ini bararti dia telah memenuhi sunnah kami.;1;0;1;11
Sesungguhnya matahari dan bulan tidak akan mengalami gerhana disebabkan karena mati atau hidupnya seseorang. Jika kalian melihat gerhana, maka shalat dan berdoalah kalian kepada Allah.;1;0;1;11
Barangsiapa menyembelih hewan sebelum shalat maka dia harus menyembelih hewan kurban lain sebagai penggantinya. Dan siapa yang belum menyembelihnya maka sembelihlah atas nama Allah.;1;0;1;11
Ketika terjadi gerhana matahari pada masa Rasulullah , maka panggilannya dengan seruan, 'Ashshalaatul jaami'ah (Marilah mendirikan shalat secara bersama-sama) '.;1;0;1;11
Shalatlah dengan berdiri, jika kamu tidak sanggup lakukanlah dengan duduk dan bila tidak sanggup juga lakukanlah dengan berbaring pada salah satu sisi badan.;1;0;1;11
Sekiranya tidak memberatkan ummatku atau manusia, niscaya aku akan perintahkan kepada mereka untuk bersiwak (menggosok gigi) pada setiap kali hendak shalat.;1;0;1;11
Sesungguhnya imam diangkat untuk diikuti. Maka bila dia ruku', ruku'lah kalian dan bila dia mengangkat (kepala), maka angkatlah (kepala) kalian.;1;0;1;11
Janganlah kalian berdiri hingga kalian melihat aku. Dan wajib bagi kalian (mengerjakannya dengan) tenang.;0;1;1;11
Seorang wanita tidak boleh mengadakan perjalanan diatas tiga hari kecuali bersama mahramnya.;0;1;1;11
kemudian memerintahkan orang-orang agar mereka memohon perlindungan dari siksa kubur.;1;0;0;11
kemudian memerintahkan orang-orang agar mereka memohon perlindungan dari siksa kubur.;1;0;1;11
Nabi telah memerintahkan untuk membebaskan budak ketika terjadi gerhana matahari.;1;0;1;11
Siapa di antara kalian yang mendatangi shalat Jum'at, maka hendaklah dia mandi?;1;0;1;11
Jika salah seorang dari kalian mendatangi shalat jum'at hendaklah ia mandi.;1;0;1;11
Jika salah seorang dari kalian berangkat shalat jum'at hendaklah mandi.;1;0;1;11
Izinkanlah para wanita (bila minta izin) pergi ke masjid di malam hari.;1;0;1;11
Aku telah terlalu sering memperingatkan kalian untuk selalu bersiwak;1;0;0;11
Janganlah kalian larang para wanita mendatangi masjid-masjid Allah.;0;1;0;11
Siapa yang mendatangi shalat Jum'at, hendaklah dia mandi.;1;0;1;11
Jadikanlah akhir shalat malam dengan ganjil (witir).;1;0;0;11
memerintahkan untuk mandi (di hari Jum'at).;1;0;1;11
Bangun dan shalatlah dua rakaat.;1;0;0;11
Bangun dan shalatlah dua rakaat.;1;0;0;11
"Bagaimana yang kalian berdua kerjakan?. Apakah kalian berdua khawatir membebani penduduk Sawad (yang mereka terkena pajak) dengan sesuatu yang melebihi kemampuannya?. Keduanya menjawab; Kami membebaninya dengan kebijakan yang sesuai kemampuannya, tidak ada kelebihan beban yang besar. 'Umar berkata; Jika Allah Subhaanahu wa Ta'ala menyelamatkan aku, tentu akan kubiarkan janda-janda penduduk 'Iraq tidak membutuhkabn seorang laki-laki setelah aku untuk selama-lamanya. Perawi berkata; Setelah pembicaraan itu, 'Umar tidak melewati hari-hari kecuali hanya sampai hari ke empat semenjak dia terkena mushibah (tikaman). Perawi ('Amru) berkata; Aku berdiri dan tidak ada seorangpun antara aku dan dia kecuali 'Abdullah bin 'Abbas pada Shubuh hari saat 'Umar terkena mushibah. Shubuh itu, 'Umar hendak memimpin shalat dengan melewati barisan shaf lalu berkata; Luruskanlah shaf. Ketika dia sudah tidak melihat lagi pada jama'ah ada celah-celah dalam barisan shaf tersebut, maka 'Umar maju lalu bertakbir. Sepertinya dia membaca surat Yusuf atau an-Nahl atau seperti surat itu pada raka'at pertama hingga memungkinkan semua orang bergabung dalam shalat. Ketika aku tidak mendengar sesuatu darinya kecuali ucapan takbir tiba-tiba terdengar dia berteriak; Ada orang yang membunuhku, atau katanya; seekor anjing telah menerkamku, rupanya ada seseorang yang menikamnya dengan sebilah pisau bermata dua. Penikam itu tidaklah melewati orang-orang di sebelah kanan atau kirinya melainkan dia menikamnya pula hingga dia telah menikam sebanyak tiga belas orang yang mengakibatkan tujuh orang diantaranya meninggal dunia. Ketika seseorang dari kaum muslimin melihat kejadian itu, dia melemparkan baju mantelnya dan tepat mengenai si pembunuh itu. Dan ketika dia menyadari bahwa dia musti tertangkap (tak lagi bisa menghindar), dia bunuh diri. 'Umar memegang tangan 'Abdur Rahman bin 'Auf lalu menariknya ke depan. Siapa saja orang yang berada dekat dengan 'Umar pasti dapat melihat apa yang aku lihat. Adapun orang-orang yang berada di sudut-sudut masjid, mereka tidak mengetahui peristiwa yang terjadi, selain hanya tidak mendengar suara 'Umar. Mereka berkata; Subhaanalah, Subhaanalah (maha suci Allah) . Maka 'Abdur Rahman melanjutkan shalat jama'ah secara ringan. Setelah shalat selesai, 'Umar bertanya; Wahai Ibnu 'Abbas, lihatlah siapa yang telah membunuhku. Ibnu 'Abbas berkeliling sesaat lalu kembali dan berkata; Budaknya Al Mughirah. 'Umar bertanya; O, si budak yang pandai membuat pisau itu?. Ibnu 'Abbas menjawab; Ya benar. 'Umar berkata; Semoga Allah membunuhnya, sungguh aku telah memerintahkan dia berbuat ma'ruf (kebaikan). Segala puji bagi Allah yang tidak menjadikan kematianku di tangan orang yang mengaku beragama Islam. Sungguh dahulu kamu dan bapakmu suka bila orang kafir non arab banyak berkeliaran di Madinah. 'Abbas adalah orang yang paling banyak memiliki budak. Ibnu 'Abbas berkata; Jika anda menghendaki, aku akan kerjakan apapun. Maksudku, jika kamu menghendaki kami akan membunuhnya. 'Umar berkata; Kamu berbohong, (sebab mana boleh kalian membunuhnya) padahal mereka telah telanjur bicara dengan bahasa kalian, shalat menghadap qiblat kalian dan naik haji seperti haji kalian. Kemudian 'Umar dibawa ke rumahnya dan kami ikut menyertainya. Saat itu orang-orang seakan-akan tidak pernah terkena mushibah seperti hari itu sebelumnya. Diantara mereka ada yang berkata; Dia tidak apa-apa. Dan ada juga yang berkata; Aku sangat mengkhawatirkan nasibnya. Kemudian 'Umar disuguhkan anggur lalu dia memakannya namun makanan itu keluar lewat perutnya. Kemudian diberi susu lalu diapun meminumnya lagi namun susu itu keluar melalui lukanya. Akhirnya orang-orang menyadari bahwa 'Umar segera akan meninggal dunia. Maka kami pun masuk menjenguknya lalu diikuti oleh orang-orang yang datang dan memujinya. Tiba-tiba datang seorang pemuda seraya berkata; Berbahagialah anda, wahai Amirul Mu'minin dengan kabar gembira dari Allah untuk anda karena telah hidup dengan mendampingi (menjadi shahabat) Rasulullah Shallallahu 'alaihi wa salam dan yang terdahulu menerima Islam berupa ilmu yang anda ketahui. Lalu anda diberi kepercayaan menjadi pemimpin dan anda telah menjalankannya dengan adil lalu anda mati syahid. 'Umar berkata; Aku sudah merasa senang jika masa kekhilafahanku berakhir netral, aku tidak terkena dosa dan juga tidak mendapat pahala. Ketika pemuda itu berlalu, tampak pakaiannya menyentuh tanah, maka 'Umar berkata; Bawa kembali pemuda itu kepadaku. 'Umar berkata kepadanya; Wahai anak saudaraku, angkatlah pakaianmu karena yang demikian itu lebih mengawetkan pakaianmu dan lebih membuatmu taqwa kepada Rabbmu. Wahai 'Abdullah bin 'Umar, lihatlah berapa jumlah hutang yang menjadi kewajibanku. Maka mereka menghitungnya dan mendapatan hasilnya bahwa hutangnya sebesar delapan puluh enam ribu atau sekitar itu. 'Umar berkata; Jika harta keluarga 'Umar mencukupi bayarlah hutang itu dengan harta mereka. Namun apabila tidak mencukupi maka mintalah kepada Bani 'Adiy bin Ka'ab. Dan apabila harta mereka masih tidak mencukupi, maka mintalah kepada masyarakat Quraisy dan jangan mengesampingkan mereka dengan meminta kepada selain mereka lalu lunasilah hutangku dengan harta-harta itu. Temuilah 'Aisyah, Ummul Mu'minin Radhiyallahu'anha, dan sampaikan salam dari 'Umar dan jangan kalian katakan dari Amirul Muminin karena hari ini bagi kaum mu'minin aku bukan lagi sebagai pemimpin dan katakan bahwa 'Umar bin Al Khaththab meminta idzin untuk dikuburkan di samping kedua shahabatnya. Maka 'Abdullah bin 'Umar memberi salam, meminta idzin lalu masuk menemui 'Aisyah Radhiyallahu'anha. Ternyata 'Abdullah bin 'Umar mendapatkan 'Aisyah Radhiyallahu'anha sedang menangis. Lalu dia berkata; 'Umar bin Al Khathtab menyampaikan salam buat anda dan meminta ijin agar boleh dikuburkan disamping kedua sahabatnya (Rasulullah Shallallahu 'alaihi wa salam dan Abu Bakar Radhiyallahu'anhu) . 'Aisyah Radhiyallahu'anha berkata; Sebenarnya aku juga menginginkan hal itu untuk diriku namun hari ini aku tidak akan lebih mementingkan diriku. Ketika 'Abdullah bin 'Umar kembali, dikatakan kepada 'Umar; Ini dia, 'Abdullah bin 'Umar sudah datang. Maka 'Umar berkata; Angkatlah aku. Maka seorang laki-laki datang menopangnya. 'Umar bertanya: Berita apa yang kamu bawa?. Ibnu 'Umar menjawab; Berita yang anda sukai, wahai Amirul Mu'minin. 'Aisyah telah mengidzinkan anda. 'Umar berkata; Alhamdu lillah. Tidak ada sesuatu yang paling penting bagiku selain hal itu. Jika aku telah meninggal, bawalah jasadku kepadanya dan sampaikan salamku lalu katakan bahwa 'Umar bin Al Khaththab meminta idzin. Jka dia mengidzinkan maka masukkanlah aku (kuburkan) namun bila dia menolak maka kembalikanlah jasadku ke kuburan Kaum Muslimin. Kemudian Hafshah, Ummul Mu'minin datang dan beberapa wanita ikut bersamanya. Tatkala kami melihatnya, kami segera berdiri. Hafshah kemudian mendekat kepada 'Umar lalu dia menangis sejenak. Kemudian beberapa orang laki-laki meminta idzin masuk, maka Hafshah masuk ke kamar karena ada orang yang mau masuk. Maka kami dapat mendengar tangisan Hafshah dari balik kamar. Orang-orang itu berkata; Berilah wasiat, wahai Amirul Mu'minin. Tentukanlah pengganti anda. 'Umar berkata; Aku tidak menemukan orang yang paling berhak atas urusan ini daripada mereka atau segolongam mereka yang ketika Rasulullah Shallallahu 'alaihi wa salam wafat beliau ridla kepada mereka. Maka dia menyebut nama 'Ali, 'Utsman, az-Zubair, Thalhah, Sa'ad dan 'Abdur Rahman. Selanjutnya dia berkata; 'Abdullah bin 'Umar akan menjadi saksi atas kalian. Namun dia tidak punya peran dalam urusan ini, dan tugas itu hanya sebagai bentuk penghibur baginya. Jika kepemimpinan jatuh ketangan Sa'ad, maka dialah pemimpin urusan ini. Namun apabila bukan dia, maka mintalah bantuan dengannya. Dan siapa saja diantara kalian yang diserahi urusan ini sebagai pemimpin maka aku tidak akan memecatnya karena alasan lemah atau berkhiyanat. Selanjutnya 'Umar berkata; Aku berwasiat kepada khalifah sesudahku agar memahami hak-hak kaum Muhajirin dan menjaga kehormatan mereka. Aku juga berwasiat kepadanya agar selalu berbuat baik kepada Kaum Anshar yang telah menempati negeri (Madinah) ini dan telah beriman sebelum kedatangan mereka (kaum Muhajirin) agar menerima orang baik, dan memaafkan orang yang keliru dari kalangan mereka. Dan aku juga berwasiat kepadanya agar berbuat baik kepada seluruh penduduk kota ini karena mereka adalah para pembela Islam dan telah menyumbangkan harta (untuk Islam) dan telah bersikap keras terhadap musuh. Dan janganlah mengambil dari mereka kecuali harta lebih mereka dengan kerelaan mereka. Aku juga berwasiat agar berbuat baik kepada orang-orang Arab Badui karena mereka adalah nenek moyang bangsa Arab dan perintis Islam, dan agar diambil dari mereka bukan harta pilihan (utama) mereka (sebagai zakat) lalu dikembalikan (disalurkan) untuk orang-orang fakir dari kalangan mereka. Dan aku juga berwasiat kepadanya agar menunaikan perjanjian kepada ahlu Dzimmah (Warga non muslim yang wajib terkena pajak), yaitu orang-orang yang dibawah perlindungan Allah dan Rasul-Nya Shallallahu 'alaihi wa salam (asalkan membayar pajak) dan mereka (ahlu dzimmah) yang berniyat memerangi harus diperangi, mereka juga tidak boleh dibebani selain sebatas kemampuan mereka. Ketika 'Umar sudah menghembuskan nafas, kami keluar membawanya lalu kami berangkat dengan berjalan. 'Abdullah bin 'Umar mengucapkan salam (kepada 'Aisyah Radhiyallahu'anha) lalu berkata; 'Umar bin Al Khaththab meminta idzin. 'Aisyah Radhiyallahu'anha berkata; Masukkanlah. Maka jasad 'Umar dimasukkan ke dalam liang lahad dan diletakkan berdampingan dengan kedua shahabatnya. Setelah selesai menguburkan jenazah 'Umar, orang-orang (yang telah ditunjuk untuk mencari pengganti khalifah) berkumpul. 'Abdur Rahman bin 'Auf berkata; Jadikanlah urusan kalian ini kepada tiga orang diantara kalian. Maka az-Zubair berkata; Aku serahkan urusanku kepada 'Ali. Sementara Thalhah berkata; Aku serahkan urusanku kepada 'Utsman. Sedangkan Sa'ad berkata; Aku serahkan urusanku kepada 'Abdur Rahman bin 'Auf. Kemudian 'Abdur Rahman bin 'Auf berkata; Siapa diantara kalian berdua yang mau melepaskan urusan ini maka kami akan serahkan kepada yang satunya lagi, Allah dan Islam akan mengawasinya Sungguh seseorang dapat melihat siapa yang terbaik diantara mereka menurut pandangannya sendiri. Dua pembesar ('Utsman dan 'Ali) terdiam. Lalu 'Abdur Rahman berkata; Apakah kalian menyerahkan urusan ini kepadaku. Allah tentu mengawasiku dan aku tidak akan semena-mena dalam memilih siapa yang terbaik diantara kalian. Keduanya berkata; Baiklah. Maka 'Abdur Rahman memegang tangan salah seorang dari keduanya seraya berkata; Engkau adalah kerabat Rasulullah Shallallahu 'alaihi wa salam dan dari kalangan pendahulu dalam Islam (senior) sebagaimana yang kamu ketahui dan Allah akan mengawasimu. Seandainya aku serahkan urusan ini kepadamu tentu kamu akan berbuat adil dan seandainya aku serahkan urusan ini kepada 'Utsman tentu kamu akan mendengar dan menta'atinya. Kemudian dia berbicara menyendiri dengan 'Utsman dan berkata sebagaimana yang dikatakannya kepada 'Ali. Ketika dia mengambil perjanjian bai'at, 'Abdur Rahman berkata; Angkatlah tanganmu wahai 'Utsman. Maka Abdur Rahman membai'at 'Utsman lalu 'Ali ikut membai'atnya kemudian para penduduk masuk untuk membai'at 'Utsman.";1;1;1;
