hadis;anjuran;larangan;informasi;kitab
Sesungguhnya dalam shalat ada kesibukan. Telah menceritakan kepada kami Ibnu Numair telah menceritakan kepada kami Ishaq bin Manshur As-Saluliy telah menceritakan kepada kami Huraim bin Sufyan dari Al A'masy dari Ibrahim dari 'Alqamah dari 'Abdullah Radhiyallahu'anhu dari Nabi yang seperti ini juga.;0;0;1;0
Sungguh kami pernah berbicara ketika sedang shalat hingga ada seorang diantara kami yang berbicara dengan temannya tentang kebutuhannya sampai kemudian turun firman Allah Ta'ala (dalam surah Al Baqarah) Peliharalah seluruh shalat kalian dan shalat Al Wustha dan berdirilah (dalam shalat) untuk Allah dengan khusyu'. (QS. Albaqarah, 238), Maka kami diperintah untuk diam.;0;0;1;0
Rasulullah keluar rumah untuk menyelesaikan masalah yang terjadi diantara suku Bani 'Amru bin 'Auf bin Al Harits kemudian tiba waktu shalat. Maka Bilal menemui Abu Bakar Radhiyallahu'anhuma seraya berkata: Nabi sedang berhalangan, apakah engkau mau memimpin shalat berjama'ah? Dia (Abu Bakar) menjawab: Boleh, jika kalian menghenmdaki. Maka Bilal membacakan iqamat shalat dan Abu Bakar maju memimpin shalat. Tak lama kemudian datang Nabi berjalan menerobos tengah-tengan shaf membelah barisan hingga sampai di shaf pertama. Maka orang-orang memberi isyarat dengan bertepuk tangan. Sahal berkata: Apakah kalian tahu bahwa At-Tashfiih berbeda dengan At-Tashfiiq? Saat itu Abu Bakar tidak bereaksi dan tetap meneruskan shalatnya. Ketika suara tepukan semakin banyak, Abu Bakar berbalik dan ternyata dia melihat ada Nabi dalam barisan. Maka Nabi memberi isyarat kepadanya agar dia tetap pada posisinya. Abu Bakar mengangkat kedua tangannya lalu memuji Allah kemudian Abu Bakar mundur, lalu Nabi maju untuk melanjutkan shalat.;0;0;1;0
Attahiyyaatu lillahi washshalawaatu waththayyibaat. Assalaamu 'alaika ayyuhannabiyyu wa rahmatullohi wa barakaatuh. Assalaamu 'alainaa wa 'alaa 'ibaadillahish shaolihiin. Asyhadu allaa ilaaha illallah wa asyhadu anna Muhammadan 'abduhu wa rasuuluh (Segala penghormatan hanya milik Allah, juga segala pengagungan dan kebaikan. Semoga kesejahteraan terlimpahkan kepada engkau wahai Nabi dan juga rahmat dan berkahNya. Dan juga semoga kesejahteraan terlimpahkan kepada kami dan kepada hamba-hamba Allah yang shalih. Aku bersaksi tidak ada ilah yang berhaq disembah selain Allah dan aku bersaksi bahwa Muhammad adalah hamba dan utusanNya). Karena apabila kalian melakukan seperti ini, maka berarti kalian telah mengucapkan salam kepada seluruh hanba Allah yang shalih yang ada di langit dan bumi.;0;0;1;0
Sesungguhnya ucapan tasbih buat laki-laki sedangkan bertepuk tangan buat wanita.;0;0;1;0
Sesungguhnya ucapan tasbih buat laki-laki sedangkan bertepuk tangan buat wanita.;0;0;1;0
memandang mereka saat mereka berada dalam barisan shaf. Beliau tersenyum dan tertawa. Maka Abu Bakar berbalik untuk masuk kedalam barisan shaf karena menduga Nabi akan keluar untuk shalat. Kaum Muslimin merasa terganggu dalam shalat mereka karena sangat gembiranya dapat melihat Nabi . Ternyata Beliau memberi isyarat dengan tangan Beliau agar mereka melanjutkan shalat. Kemudian Beliau masuk ke kamarnya dengan menutup tabir. Beliau akhirnya wafat pada hari itu.;0;0;1;0
Jika kamu melakukannya, lakukanlah sekali saja.;0;0;1;0
Kami pernah shalat bersama Nabi saat udara sangat panas. Bila ada diantara kami yang tidak kuat meletakkan wajahnya di permukaan tanah, maka dia menghamparkan bajunya lalu sujud diatasnya.;1;0;1;0
Aku menjulurkan kakiku pada arah qiblat Nabi ketika Beliau sedang shalat. Bila Beliau sujud maka aku tarik kakiku dan aku angkat. Dan bila Beliau berdiri, kembali kakiku aku julurkan lagi.;0;0;1;0
"Sesungguhnya setan menghampiriku lalu menggangguku untuk memutus shalatku tapi Allah memenangkan aku atasnya dan aku berkehendak untuk mengikatnya di salah satu tiang masjid sampai pagi hari sehingga kalian semuanya dapat melihatnya. Namun aku teringat ucapan Sulaiman Alaihissalam yang berdo'a: Ya Rabb, anugerahkanlah kepadaku kerajaan yang tidak akan dimiliki oleh seorangpun setelah aku telah memberitakan kepada kami (QS. Shad 35). Maka kemudian Allah mengusirnya. Kemudian An Nadhir bin Syumail berkata: fadza'attuhu dengan huruf dzal, artinya; mencekiknya seperti firman Allah Ta'ala QS Ath-Thur 13 yang artinya digiring. Yang benar adalah fada'attuhu. Dengan ada tanda taydid pada huruf 'ain dan ta.";0;0;1;0
Sungguh aku sudah pernah ikut berperang bersama Rasulullah enam, tujuh atau hingga delapan kali peperangan dan aku menyaksikan kemudahan-kemudahan yang Beliau ajarkan. Bagiku mengikuti hewan tungganganku itu lebih aku sukai daripada aku memaksa kembali ke padang gembalaan tempat hewan itu biasa berkeliaraan, yang nanti pasti lebih menyulitkan aku.;0;0;1;0
Keduanya adalah dua tanda dari tanda-tanda kebesaran Allah. Jika kalian melihat (gerhana) nya, maka dirikanlah shalat hingga menghilang gerhana itu dari kalian. Sungguh aku telah melihat segala sesuatu yang telah dijanjikan bagiku dengannya dari tempatku berdiri ini, sehingga aku ingin mengambil setandan anggur di dalam surga, itu terlihat saat kalian melihatku aku ingin bergerak ke depan. Dan sungguh aku melihat jahanam yang apinya saling membakar satu sama lain saat kalian melihatku aku bergerak mundur dan aku melihat didalamnya ada 'Amru bin Luhai dan dialah yang pertama-tama merumuskan saibah.;1;0;1;0
Sesungguhnya Allah berada dihadapan setiap orang dari kalian (saat shalat). Maka bila sedang shalat janganlah seseorang meludah atau sabdanya: janganlah dia membuang dahak. Kemudian Beliau turun lalu menggosok ludah tersebut dengan tangannya. Dan berkata, Ibnu'Umar radhiyallahu'anhuma: Jika seorang dari kalian meludah, maka meludahlah kearah kirinya.;1;1;1;0
Jika seseorang sedang berdiri shalat, sesungguhnya dia sedang berhadapan dengan Rabnya, maka janganlah dia meludah ke arah depannya dan jangan pula ke arah kanannya tetapi lakukanlah ke arah kirinya dibawah kaki (kirinya) .;1;1;1;0
Janganlah kalian mengangkat kepala kalian hingga para laki-laki telah duduk.;1;1;1;0
Sesungguhnya dalam shalat terdapat kesibukan.;0;0;1;0
Sesungguhnya yang menghalangiku buat menjawab salammu adalah karena aku sedang melaksanakan shalat. Saat itu Beliau sedang berada diatas hewan tunggangannya yang tidak menghadap ke arah qiblat.;0;0;1;0
mengapa kalian ketika mendapatkan sesuatu dalam shalat, kalian melakukannya dengan bertepuk tangan? Sesungguhnya bertepuk tangan itu adalah isyarat yang dilakukan bagi kaum wanita. Maka siapa yang mendapatkan sesuatu yang keliru dalam shalat hendaklah mengucapkan Subhaanallah. Kemudian Beliau memandang ke arah Abu Bakar Radhiyallahu'anhu seraya berkata: Wahai Abu Bakar, apa yang menghalangimu untuk melanjutkan memimpin shalat berjama'ah bersama orang banyak ketika aku sudah memberi isyarat kepadamu (agar meneruskannya)? Abu Bakar menjawab: Tidak patut bagi Ibnu Abu Quhafah memimpin shalat di hadapan Rasulullah .;1;0;1;0
Dilarang bertolak pinggang dalam shalat. Dan berkata, Hisyam dan Abu Hilal dari Ibnu Sirin dari Abu Hurairah Radhiyallahu'anhu dari Nabi .;0;1;1;0
Nabi melarang seseorang shalat dengan bertolak pinggang.;0;1;1;0
Aku pernah shalat 'Ashar bersama Nabi . Setelah memberi salam, tiba-tiba Beliau berdiri dengan tergesa-gesa dan menemui sebagian isteri-isteri Beliau. Kemudian setelah itu Beliau keluar kembali dan Beliau melihat bahwa orang-orang semua keheranan dengan ketergesaan Beliau. Maka akhirnya Beliau bersabda: Aku teringat ketika aku shalat tadi tentang sebatang emas yang ada pada kami. Aku tidak suka bila benda itu berada pada kami sampai sore atau bermalam, maka aku perintahkan untuk dibagi-bagikan.;0;0;1;0
"Jika panggilan shalat (adzan) dikumandangkan maka setan lari sambil mengeluarkan kentut hingga ia tidak mendengar suara adzan tersebut. Apabila panggilan adzan telah selesai maka setan kembali. Dan bila iqamat dikumandangkan setan kembali berlari dan jika iqamat telah selesai dia kembali lagi hingga senantiasa dia mengganggu seseorang seraya berkata; ingatlah sesuatu, yang semestinya harus tidak diingat, yang pada akhirnya orang itu tidak menyadari berapa raka'at yang sudah dia laksanakan dalam shalatnya. Berkata, Abu Salamah bin 'Abdurrahman; Bila seseorang melakukan hal seperti itu, maka hendaklah dia sujud dua kali dalam posisi duduk. Dan Abu Salamah mendengar keterangan ini dari Abu Hurairah Radhiyallahu'anhu.";0;0;1;0
"Orang-orang mengatakan bahwa Abu Hurairah banyak menyampaikan hadits (dari Rasulullah ). Maka aku temui seseorang lalu aku bertanya kepadanya; Surat apa yang dibaca oleh Rasulullah dalam shalat 'Isya' tadi. Orang itu menjawab: Aku tak tahu. Aku tanyakan lagi: Bukankah anda ikut shalat? Orang itu menjawab: Ya benar. Maka aku katakan: Aku tahu Beliau membaca surah ini dan ini.";0;0;1;0
Rasulullah pernah shalat dua raka'at diantara shalat Beliau, lalu Beliau berdiri dan tidak duduk, Maka orang-orang ikut berdiri mengikuti Beliau. Ketika Beliau menyelesaikan shalatnya (empat raka'at) sedangkan kami sedang menunggu-nunggu Beliau memberi salam, Beliau bahkan bertakbir sebelum memberi salam kemudian sujud dua kali dalam posisi duduk lalu baru memberi salam.;0;0;1;0
berdiri dari dua raka'at shalat Zhuhur dan tidak duduk diantaranya. Setelah Beliau menyelesaikan shalatnya, Beliau sujud dua kali lalu memberi salam setelah itu.;0;0;1;0
Beliau sujud dua kali setelah memberi salam.;0;0;1;0
menyempurnakan dua raka'at yang tertinggal lalu sujud dua kali. Berkata, Abu Hurairah Radhiyallahu'anhu: Begitulah yang dikerjakan oleh Nabi .;0;0;1;0
"mengerjakan shalat dua raka'at yang kurang tadi kemudian memberi salam. Kemudian Beliau bertakbir lalu sujud seperti sujudnya (yang biasa) atau lebih lama lagi kemudian mengangkat kepalanya. Telah menceritakan kepada kami Sulaiman bin Harb telah menceritakan kepada kami Hammad dari Salamah bin 'Alqamah berkata; Aku bertanya kepada Muhammad tentang dua sujud sahwi apakah ada tasyahudnya? Dia menjawab: Tidak ada menurut hadits Abu Hurairah Radhiyallahu'anhu .";0;0;1;0
Benar, sebenarnya anda telah lupa. Maka Beliau shalat dua raka'at kemudian memberi salam. Kemudian Beliau bertakbir lalu sujud seperti sujudnya (yang biasa) atau lebih lama lagi kemudian mengangkat kepalanya lalu bertakbir lagi kemudian meletakkan kepalanya lalu bertakbir kemudian sujud seperti sujudnya atau lebih lama lagi, kemudian mengangkat kepalanya dan takbir.;0;0;1;0
Beliau sujud dua kali, dan Beliau bertakbir pada setiap akan sujud dalam posisi duduk sebelum memberi salam. Maka orang-orang mengikuti sujud bersama Beliau sebagai ganti yang terlupa dari duduk (tasyahud awal). Hadits ini diperkuat oleh Ibnu Juraij dari Ibnu Syihab dalam masalah takbir (dalam sujud sahwi) .;0;0;1;0
"Jika panggilan shalat (adzan) dikumandangkan, setan lari sambil mengeluarkan kentut hingga ia tidak mendengar suara adzan tersebut. Apabila panggilan adzan telah selesai maka setan kembali. Dan bila iqamat dikumandangkan setan kembali berlari dan jika iqamat telah selesai dia kembali lagi hingga untuk mengganggu hatinya seseorang seraya berkata; ingatlah ini dan itu, yang semestinya tidak diingat sehingga seseorang membayanngkannya hingga akhirnya orang itu tidak tahu berapa raka'at shalat yang sudah dia laksanakan. Oleh karena itu bila seorang dari kalian tidak mengetahui berapa raka'at dari shalat yang sudah dikerjakannya, apakah tiga atau empat raka'at maka hendaklah dia melakukan sujud dua kali dalam posisi duduk.";0;0;1;0
Sesungguhnya bila seseorang dari kalian berdiri mengerjakan shalat, setan akan datang menghampirinya (untuk menggodanya) sehingga tidak menyadari berapa raka'at shalat yang sudah dia laksanakan. Oleh karena itu bila seorang dari kalian mengalami peristiwa itu hendaklah dia melakukan sujud dua kali dalam posisi duduk.;1;0;1;0
rombongan orang dari suku 'Abdul Qais yang menyebabkan aku terhalang dari mengerjakan dua raka'at setelah Zhuhur. Itulah yang aku kerjakan (setelah 'Ashar) .;0;0;1;0
mengapa kalian ketika mendapatkan sesuatu dalam shalat, kalian melakukannya dengan bertepuk tangan? Sesungguhnya bertepuk tangan itu adalah isyarat yang hanya dilakukan bagi kaum wanita. Maka siapa yang mendapatkan sesuatu yang keliru dalam shalat hendaklah mengucapkan subhaanallah, karena tidaklah seseorang mendengar ketika ada yang berucap subhaanallah kecuali dia harus memperhatikannya. Dan kamu wahai Abu Bakar, apa yang menghalangimu untuk melanjutkan memimpin shalat berjama'ah bersama orang banyak ketika aku sudah memberi isyarat kepadamu (agar meneruskannya)? Abu Bakar menjawab: Tidak patut bagi Ibn Abu Quhafah memimpin shalat di hadapan Rasulullah .;1;0;1;0
Aku menemui Aisyah radhiyallahu'anha sedangkan saat itu dia sedang berdiri shalat begitu juga orang-orang sedang mengerjakan shalat. Lalu aku bertanya: Apa yang sedang terjadi? Maka dia memberi isyarat ke atas dengan kepalanya. Lalu aku berkata: Benarkah tanda itu (gerhana)? Maka dia menjawab dengan (menganggukkan) kepalanya tanda mengiyakan.;0;0;1;0
Sesungguhnya imam diangkat untuk diikuti. Maka bila dia ruku', ruku'lah kalian dan bila dia mengangkat (kepala), agkatlah (kepala) kalian.;1;0;1;0
barangsiapa yang mati dari ummatku sedang dia tidak menyekutukan Allah dengan suatu apapun maka dia pasti masuk surga. Aku tanyakan: Sekalipun dia berzina atau mencuri? Beliau menjawab: Ya, sekalipun dia berzina atau mencuri.;0;0;1;0
barangsiapa yang mati tidak menyekutukan Allah dengan suatu apapun maka dia pasti masuk surga.;0;0;1;0
"Nabi memerintahkan kami tentang tujuh perkara dan melarang kami dari tujuh perkara pula. Beliau memerintahkan kami untuk; mengiringi jenazah, menjenguk orang yang sakit, memenuhi undangan, menolong orang yang dizhalimi, berbuat adil dalam pembagian, menjawab salam dan mendoakan orang yang bersin. Dan Beliau melarang kami dari menggunakan bejana terbuat dari perak, memakai cincin emas, memakai kain sutera kasar, sutera halus, baju berbordir sutera dan sutera tebal.";1;1;1;0
"Hak muslim atas muslim lainnya ada lima, yaitu; menjawab salam, menjenguk yang sakit, mengiringi jenazah, memenuhi undangan dan mendoakan orang yang bersin. Hadits ini diriwayatkan pula oleh 'Abdur Razaq berkata, telah mengabarkan kepada kami Ma'mar dan meriwayatkan kepadanya Salamah bin Rauh dari 'Uqail.";1;0;1;0
"Demi bapak dan ibuku, wahai Nabi Allah, Allah tidak akan menjadikan kematian dua kali kepadamu. Adapun kematian pertama yang telah ditetapkan buatmu itu sudah terjadi. Berkata, Abu Salamah; telah mengabarkan kepada saya Ibnu 'Abbas Radhiyallahu'anhuma bahwa; Kemudian Abu Bakar Radhiyallahu'anhu keluar bertepatan 'Umar Radhiyallahu'anhu sedang berbicara dengan orang banyak. Maka (Abu Bakar Radhiyallahu'anhu) berkata, kepada (Umar Radhiyallahu'anhu): Duduklah!. Namun 'Umar tidak mempedulikannya. Lalu Abu Bakar berkata, lagi: Duduklah!. Namun 'Umar tetap tidak mempedulikannya. Akhirnya Abu Bakar bersaksi (tentang kewafatan Nabi ) sehingga orang-orang berkumpul kepadanya dan meninggalkan 'Umar, lalu Abu Bakar berkata: Kemudian, barangsiapa dari kalian yang menyembah Muhammad , sungguh Muhammad sekarang sudah wafat dan barangsiapa dari kalian yang menyembah Allah, sungguh Allah Maha Hidup yang tidak akan pernah mati. Allah Ta'ala telah berfirman: (yang artinya): Dan Muhammad itu tidak lain kecuali hanyalah seorang rasul sebagaimana telah berlalu (mati) rasul-rasul sebelum dia..seterusnya hingga akhir ayat â€¦ Allah akan memberi balasan pahala bagi orang-orang yang bersyukur (QS. Ali'Imran 165). Demi Allah, seakan-akan orang-orang belum pernah mengetahui bahwa Allah sudah menurunkan ayat tersebut sampai Abu Bakar Radhiyallahu'anhu membacakannya. Akhirnya orang-orang memahaminya dan tidak ada satupun orang yang mendengarnya (wafatnya Nabi) kecuali pasti membacakannya.";0;0;1;0
Dari mana kamu tahu bahwa Allah telah memuliakannya? Aku jawab: Demi bapakku, wahai Rasulullah, siapakah seharusnya orang yang dimuliakan Allah itu? Beliau menjawab: Adapun dia, telah datang kepadanya Al Yaqin (kematian) dan aku berharap dia berada diatas kebaikan. Demi Allah meskipun aku ini Rasulullah, aku tidak tahu apa yang akan dilakukan-Nya terhadapku. Dia (Ummu Al 'Ala') berkata: Demi Allah, tidak seorangpun yang aku anggap suci setelah peristiwa itu selamanya. Telah menceritakan kepada kami Sa'id bin 'Uqair telah menceritakan kepada kami Al Laits seperti ini. Dan berkata, Nafi' bin Yazid dari 'Uqail: Apa yang akan dilakukan-Nya terhadapnya. Dan dikuatkan oleh Syu'aib dan 'Amru bin Dinar dan Ma'mar.;0;0;1;0
Dia menangis atau tidak menangis, malaikat senantiaa akan tetap menaunginya sampai kalian mengangkatnya. Hadits ini dperkuat pula oleh Ibnu Juraij telah mengabarkan kepada saya Muhammad bin Al Munkadir bahwa dia mendengar Jabir Radhiyallahu'anha.;0;0;1;0
mengumumkan kematian An-Najasyi pada hari kematiannya kemudian Beliau keluar menuju tempat shalat lalu Beliau membariskan shaf kemudian takbir empat kali.;0;0;1;0
Bendera perang dipegang oleh Zaid lalu dia terbunuh kemudian dipegang oleh Ja'far lalu dia terbunuh kemudian dipegang oleh 'Abdullah bin Rawahah namun diapun terbunuh, Dan nampak kedua mata Rasulullah berlinang. Akhirnya bendera dipegang oleh Khalid bin Al Walid tanpa menunggu perintah, namun akhirnya kemenangan diraihnya.;0;0;1;0
mendatangi kuburan orang itu lalu mengerjakan shalat untuknya.;0;0;1;0
Tidak seorang muslim pun yang ditinggal wafat oleh tiga orang anaknya yang belum baligh kecuali akan Allah masukkan dia ke dalam surga karena limpahan rahmatNya kepada mereka.;0;0;1;0
Siapa saja dari wanita yang ditinggal mati oleh tiga orang anaknya melainkan mereka akan menjadi hijab (pembatas) dari api neraka. Seorang wanita berkata: Bagaimana kalau ditinggal mati oleh dua orang anak? Beliau menjawab: Dan juga oleh dua orang. Dan berkata, Syarik dari Al Ashbahaaniy telah menceritakan kapada saya Abu Shalih dari Abu Sa'id dan Abu Hurairah Radhiyallahu'anhu dari Nabi . Berkata, Abu Hurairah Radhiyallahu'anhu: Bila mereka belum baligh.;0;0;1;0
"Seorang muslim yang ditinggal wafat oleh tiga orang anaknya, tidak bakalan masuki neraka selain sebatas melakukan sumpah Allah. Berkata, Abu 'Abdullah: Maksudnya melakukan sumpah Allah yang tersebut dalam Firman-Nya yang artinya; Tidaklah dari kalian melainkan pasti akan melewatinya (neraka) (QS. Maryam 71) .";0;0;1;0
Bertakwalah kamu kepada Allah dan bersabarlah.;1;0;1;0
Mandikanlah dengan mengguyurkan air yang dicampur dengan daun bidara tiga kali, lima kali atau lebih dari itu jika kalian anggap perlu dan jadikanlah yang terakhirnya dengan kafur barus (wewangian) atau yang sejenis. Dan bila kalian telah selesai beritahu aku. Ketika kami telah selesai kami memberi tahu Beliau. Maka kemudian Beliau memberikan kain Beliau kepada kami seraya berkata: Pakaikanlah ini kepadanya. Maksudnya pakaian Beliau.;1;0;1;0
Mandikanlah dengan mengguyurkan air yang dicampur dengan daun bidara tiga kali, lima kali atau lebih dari itu jika kalian anggap perlu dan jadikanlah yang terakhirnya dengan kafur barus (wewangian). Dan bila kalian telah selesai beritahu aku. Ketika kami telah selesai kami memberi tahu Beliau. Maka kemudian Beliau memberikan kain Beliau kepada kami seraya berkata: Pakaikanlah ini kepadanya. Berkata, Ayyub telah menceritakan kapada saya Hafshah seperti hadits Muhammad ini dimana pada hadits Hadshah berbunyi: Mandikanlah dengan siraman air berjumlah ganjil. Pada hadits itu juga ada disebutkan: Tiga, lima atau tujuh kali siraman. Dan juga didalamnya ada berbunyi: Mulailah dengan anggota badan yang kanan dan badan anggota wudhu'. Pada hadits itu juga ada disebutkan bahwa Ummu 'Athiyyah berkata: Kami menyisir rambut puteri Beliau dengan tiga kepang.;1;0;1;0
Mulailah dengan anggota badan yang kanan dan anggota wudhu' dari badan.;1;0;1;0
Mulailah dengan anggota badan yang kanan dan anggota wudhu' dari badan.;1;0;1;0
Mandikanlah ia (dengan mengguyurkan air) tiga kali, lima kali atau lebih dari itu jika kalian anggap perlu dan bila kalian telah selesai beritahu aku. Ketika kami telah selesai kami memberi tahu Beliau. Maka kemudian Beliau memberikan kain Beliau kepada kami seraya berkata: Pakaikanlah ini kepadanya.;1;0;1;0
Mandikanlah dengan mengguyurkan air yang dicampur dengan daun bidara tiga kali, lima kali atau lebih dari itu jika kalian anggap perlu dan jadikanlah yang terakhirnya dengan kafur barus (wewangian) atau yang sejenis dari kapur barus (kamper). Dan bila kalian telah selesai beritahu aku. Berkata, Ummu 'Athiyyah Radhiyallahu'anha: Ketika kami telah selesai, kami memberi tahu Beliau, kemudian Beliau memberikan kain, Beliau kepada kami seraya berkata: Pakaikanlah ini kepadanya. Dan dari Ayyub dari Hafshah dari Ummu 'Athiyyah Radhiyallahu'anha dan dia berkata, bahwa Beliau bersabda: Mandikanlah ia tiga kali, lima kali, tujuh kali atau lebih dari itu jika kalian anggap perlu . Berkata, Hafshah telah berkata, Ummu 'Athiyyah Radhiyallahu'anha: Kami kepang rambut kepala puteri Beliau dengan tiga kepang.;1;0;1;0
Bahwa mereka menjadikan (rambut) puteri Rasulullah tiga ikatan kemudian mereka melepaskannya lalu aku membasuhnya kemudian mereka jadikan kembali menjadi tiga ikatan (kepang) .;1;0;1;0
Mandikanlah ia dengan mengguyurkan air yang dicampur dengan daun bidara tiga kali, lima kali atau lebih dari itu jika kalian anggap perlu dan jadikanlah yang terakhirnya dengan kafur barus dan bila kalian telah selesai beritahu aku. Berkata, Ummu 'Athiyyah Radhiyallahu'anha: Ketika kami telah selesai, Beliau kemudian memberikan kain Beliau kepada kami seraya berkata: Pakaikanlah ini kepadanya. Dan Beliau tidak memerintahkan lebih dari itu dan aku sendiri sudah tidak ingat puteri Beliau mana yang meninggal saat itu. Ayyub berpendapat memakaikan kain maksudnya adalah menutupi seluruh badan mayat perempuan. Dan begitu juga bahwa Ibnu Sirin memerintahkan agar untuk jenazah perempuan ditutupi selluruh bagian badannya bukan hanya bagian bawahnya.;1;0;1;0
Kami menjalin (rambut) keala putri Nabi menjadi tiga ikatan (kepang) . Berkata, Waki' berkata, Sufyan: Diikat kepang dan diketakkan di belakangnya.;1;0;1;0
Mandikanlah menggunakan daun bidara dengan ganjil, tiga kali, lima kali atau lebih dari itu jika kalian anggap perlu dan jadikanlah yang terakhirnya dengan kafur barus (wewangian) atau yang sejenis dari kapur barus (kamper). Dan bila kalian telah selesai beritahu aku. Ketika kami telah selesai, kami memberi tahu Beliau, kemudian Beliau memberikan kain Beliau kepada kami. Maka kami menyisir (dan menguraikan lalu mengepangnya) rambut kepalanya menjadi tiga kepang dan kami letakkan di belakangnya.;1;0;1;0
dikafani jasadnya dengan tiga helai kain yang sangat putih terbuat dari katun dari negeri Yaman dan tidak dikenakan padanya baju dan serban (tutup kepala).;1;0;1;0
Mandikanlah dia dengan air yang dicampur daun bidara dan kafanilah dengan dua helai kain dan janganlah diberi wewangian dan jangan pula diberi tutup kepala (serban) karena dia nanti akan dibangkitkan pada hari qiyamat dalam keadaan bertalbiyyah.;1;0;1;0
Mandikanlah dia dengan air yang dicampur daun bidara dan kafanilah dengan dua helai kain dan janganlah diberi wewangian dan jangan pula diberi tutup kepalanya (serban) karena dia nanti akan dibangkitkan pada hari qiyamat dalam keadaan bertalbiyyah.;1;0;1;0
Mandikanlah dia dengan air yang dicampur daun bidara dan kafanilah dengan dua helai kain dan janganlah diberi wewangian dan jangan pula diberi tutup kepala (serban) karena dia nanti akan dibangkitkan pada hari qiyamat dalam keadaan bertalbiyyah.;1;0;1;0
Mandikanlah dia dengan air yang dicampur daun bidara dan kafanilah dengan dua helai kain dan janganlah diberi wewangian dan jangan pula diberi tutup kepala (serban) karena dia nanti akan dibangkitkan pada hari qiyamatâ€¦Menurut Ayyub berkata: sedang membaca talbiyyah. Dan menurut 'Amru: sebagai orang yang bertalbiyyah.;1;0;1;0
Aku berada pada dua pilihan dari firman Allah Ta'ala (QS. At-Taubah ayat 80, yang artinya): Kamu mohonkan ampun buat mereka atau kamu tidak mohonkan ampun buat mereka (sama saja bagi mereka). Sekalipun kamu memohonkan ampun buat mereka sebanyak tujuh puluh kali, Allah sekali-kali tidak akan mengampuni mereka. Maka Beliau menshalatkannya. Lalu turunlah ayat: (QS. At-Taubah ayat 84 yang artinya): Janganlah kamu shalatkan seorangpun yang mati dari mereka selamanya dan janganlah kamu berdiri di atas kuburannya.;0;1;1;0
Nabi mendatangi (jenazah) 'Abdullah bin Ubay setelah dimasukkan dalam kubur lalu Beliau mengeluarkannya, memberkahi dengan ludahnya dan memakaikan dengan baju Beliau kepadanya.;0;0;1;0
Nabi (ketika wafat) dikafani jasadnya dengan tiga helai kain yang sangat putih terbuat dari katun dari dan tidak dikenakan padanya baju dan serban (tutup kepala).;1;0;1;0
dikafani jasadnya dengan tiga helai kain dan tidak dikenakan padanya baju dan serban (tutup kepala).;1;0;1;0
dikafani jasadnya dengan tiga helai kain yang sangat putih terbuat dari katun dan tidak dikenakan padanya baju dan serban (tutup kepala).;1;0;1;0
Mus'ab bin Umair telah terbunuh. Ia adalah orang yang lebih baik dariku, namun saat (hendak dikafani) tidak ada kain kafan yang bisa membungkusnya kecuali hanyalah burdah (kain bergaris). Dan Hamzah terbunuh atau orang lain yang lebih baik dariku lalu tidak ada kain yang bisa dijadikan kafan untuknya kecuali burdah. Aku khawatir jika kebaikan-kebakan kita disegerakan didunia ini. Lalu ia mulai menangis.;0;0;1;0
"Mus'ab bin Umair telah terbunuh. Ia adalah orang yang lebih baik dariku, namun saat (hendak dikafani) tidak ada kain kafan yang bisa membungkusnya kecuali hanyalah burdah (kain bergaris) yang apabila kepalanya akan ditutup, kakinya terbuka (karena kain yang pendek) dan bila kakinya yang hendak ditutup kepalanyalah yang terbuka. Dan aku melihat dia berkata, pula; Hamzah pun atau orang lain yang lebih baik dariku telah terbunuh. Kemudian setelah itu dunia telah dibukakan buat kami atau katanya kami telah diberi kenikmatan dunia dan sungguh kami khawatir bila kebaikan-kebaikan kami disegerakan balasannya buat kami (berupa kenikmatan dunia). Lalu ia pun mulai menangis.";0;0;1;0
Nabi memerintahkan kami untuk menutup kepalanya dengan kain tersebut sedangkan kakinya kami tutup dengan dedaunan.;1;0;1;0
"seorang wanita mendatangi Nabi dengan membawa burdah yang pinggirnya berjahit. (Sahal) berkata; Tahukah kamu apa yang dimaksud dengan burdah? Mereka menjawab: Bukankah itu kain selimut? Dia berkata: Ya benar. Wanita itu berkata: Aku menjahitnya dengan tanganku sendiri, dan aku datang untuk memakaikannya kepada anda. Maka Nabi mengambilnya karena Beliau memerlukannya. Kemudian Beliau menemui kami dengan mengenakan kain tersebut. Diantara kami ada seseorang yang tertarik dengan kain tersebut lalu berkata: Alangkah bagusnya kain ini. Orang-orang berkata, kepada orang itu: Mengapa kamu memuji apa yang dipakai oleh Nabi lalu kamu memintanya padahal kamu tahu bahwa Beliau tidak akan menolak (permintaan orang). Orang itu menjawab: Demi Allah, sungguh aku tidak memintanya untuk aku pakai. Sesungguhnya aku memintanya untuk aku jadikan sebagai kain kafanku. Sahal berkata: Akhirnya memang kain itu yang jadi kain kafannya.";0;0;1;0
Kami dilarang mengantar jenazah namun Beliau tidak menekankan hal tersebut kepada kami.;0;1;1;0
Kami dilarang berkabung melebihi tiga hari kecuali bila ditinggal mati suaminya.;0;1;1;0
Tidak halal bagi wanita yang beriman kepada Allah dan Hari Akhir untuk berkabung melebihi tiga hari kecuali bila ditinggal mati suaminya yang saat itu dia boleh berkabung sampai empat bulan sepuluh hari.;0;1;1;0
